Code,Country,Region(s),hfa,hfa_base,team_hfa,team_hfa_home,alt_bonus,dist_bonus,Home field,Legacy year,_1872,_1873,_1874,_1875,_1876,_1877,_1878,_1879,_1880,_1881,_1882,_1883,_1884,_1885,_1886,_1887,_1888,_1889,_1890,_1891,_1892,_1893,_1894,_1895,_1896,_1897,_1898,_1899,_1900,_1901,_1902,_1903,_1904,_1905,_1906,_1907,_1908,_1909,_1910,_1911,_1912,_1913,_1914,_1915,_1916,_1917,_1918,_1919,_1920,_1921,_1922,_1923,_1924,_1925,_1926,_1927,_1928,_1929,_1930,_1931,_1932,_1933,_1934,_1935,_1936,_1937,_1938,_1939,_1940,_1941,_1942,_1943,_1944,_1945,_1946,_1947,_1948,_1949,_1950,_1951,_1952,_1953,_1954,_1955,_1956,_1957,_1958,_1959,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021,_2022,_2023,_2024,_2025,defunct
FIJ,:fj: Fiji@@fiji,"<span style=""color:#C44A8A"">Oceania</span>",94,52,28,17,0,25,94,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,1,0,3,4,9,0,2,2,3,2,0,8,3,3,3,6,7,7,6,0,6,7,0,3,6,2,3,9,2,0,8,3,0,0,9,3,0,0,4,4,11,4,9,0,0,9,5,15,6,0
GAM,:gm: Gambia@@gambia,"<span style=""color:#1F8A6B"">W. Africa</span>",72,52,-7,-4,0,25,72,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,2,2,3,1,2,1,9,7,2,4,10,17,5,5,0,6,1,5,10,0,6,3,6,4,5,1,2,9,6,5,7,0,1,2,8,6,0,5,7,5,7,0,6,5,2,5,9,3,8,11,6,11,9,0
MWI,:mw: Malawi@@malawi,"<span style=""color:#0F4A3A"">E. Africa</span>",76,52,-25,-16,15,25,76,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,12,4,2,7,15,13,12,20,14,10,14,7,13,16,15,10,21,18,20,12,11,11,12,5,5,9,13,10,9,14,11,10,14,9,10,12,7,13,14,13,12,13,10,15,16,8,7,9,8,4,14,9,15,10,11,0
BHR,:bh: Bahrain@@bahrain,"<span style=""color:#D4A017"">Mid. East</span>",41,52,-59,-37,0,27,41,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,0,6,4,5,7,5,14,4,7,10,4,10,14,20,10,18,0,5,0,8,8,9,0,7,9,9,0,13,23,18,14,33,19,9,15,21,19,19,18,18,16,11,14,9,13,11,19,3,16,15,12,20,13,0
PNG,:pg: Papua New Guinea@@papua new guinea,"<span style=""color:#C44A8A"">Oceania</span>",72,52,-8,-5,0,26,72,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,1,1,1,0,2,4,3,0,0,0,3,3,2,0,1,3,2,2,4,4,0,3,0,6,3,4,0,0,1,0,0,0,3,3,0,2,0,10,4,0,4,0,0,6,7,11,3,0
BAH,:bs: Bahamas@@bahamas,"<span style=""color:#FFA31A"">Caribbean</span>",62,52,-16,-10,0,21,62,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,3,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,1,2,0,6,0,4,0,0,2,0,0,0,2,0,0,3,4,0,6,6,9,6,4,0
GUY,:gy: Guyana@@guyana,"<span style=""color:#FFA31A"">Caribbean</span>",65,52,-12,-8,0,22,65,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,2,6,6,0,8,0,0,4,6,3,0,11,2,0,3,6,4,3,1,2,4,3,3,3,1,4,3,0,3,3,10,2,17,3,10,9,18,0,3,5,7,3,1,13,0,6,9,9,11,5,0
LES,:ls: Lesotho@@lesotho,"<span style=""color:#0F4A3A"">E. Africa</span>",100,52,-15,-9,34,23,100,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,3,2,4,7,4,5,0,2,1,0,0,0,1,0,3,0,8,4,2,5,0,7,4,5,18,14,8,13,2,4,9,12,13,8,0,8,10,10,13,9,10,10,11,8,2,9,12,17,16,10,0
BRB,:bb: Barbados@@barbados,"<span style=""color:#FFA31A"">Caribbean</span>",39,52,-49,-31,0,19,39,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,5,3,3,6,2,0,4,2,9,0,2,3,7,1,5,10,0,5,3,5,7,7,4,4,4,17,7,5,4,9,7,10,3,18,1,5,11,5,0,4,8,2,7,9,8,2,7,6,11,8,5,0
YMD,💀 South Yemen@@south yemen,"<span style=""color:#D4A017"">Mid. East</span>",74,52,0,0,0,22,74,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,7,0,1,0,4,1,3,2,1,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MTN,:mr: Mauritania@@mauritania,"<span style=""color:#5BA85F"">N. Africa</span> •<br><span style=""color:#1F8A6B"">W. Africa</span>",110,52,48,30,0,28,110,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,9,2,0,5,7,2,2,9,11,11,2,6,3,2,5,4,0,4,6,14,5,6,0,0,9,4,4,7,0,0,5,5,6,0,1,0,3,6,7,8,7,8,5,11,3,15,10,7,15,11,0
NEP,:np: Nepal@@nepal,"<span style=""color:#8C6BC4"">S. Asia</span>",105,52,8,5,26,23,105,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,4,6,7,8,10,4,9,0,3,0,6,3,7,6,8,3,8,3,6,0,11,0,3,4,2,13,7,0,14,7,9,4,6,8,6,7,10,2,14,10,13,7,9,0
ATG,:ag: Antigua & Barbuda@@antigua & barbuda,"<span style=""color:#FFA31A"">Caribbean</span>",70,52,2,1,0,17,70,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,2,0,0,0,5,2,0,2,2,5,1,4,0,6,1,0,5,2,7,9,8,10,4,5,2,7,3,11,2,15,2,9,8,13,0,8,8,7,0,6,10,0,5,3,7,8,4,0
QAT,:qa: Qatar@@qatar,"<span style=""color:#D4A017"">Mid. East</span>",89,52,19,12,0,26,89,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,5,5,3,10,6,4,7,9,24,12,15,7,17,16,4,0,16,13,14,0,20,8,20,0,20,28,12,15,25,5,8,17,25,20,14,18,13,23,17,15,12,18,11,21,4,23,13,17,21,12,0
BDI,:bi: Burundi@@burundi,"<span style=""color:#0F4A3A"">E. Africa</span>",75,52,-14,-9,8,24,75,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,0,0,3,1,0,0,0,0,3,0,0,0,0,5,5,0,0,2,0,3,8,10,8,5,7,5,3,4,11,7,8,5,12,5,4,6,8,4,9,5,14,7,5,5,6,11,8,0
BRU,:bn: Brunei@@brunei,"<span style=""color:#5B4FB0"">E. Asia</span> •<br><span style=""color:#8C6BC4"">S. Asia</span>",73,52,-6,-4,0,26,73,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,2,7,1,12,1,2,0,3,0,2,0,6,0,4,4,4,2,4,3,6,0,2,0,0,7,0,7,3,0,0,5,0,4,4,7,0,2,2,0,0,9,3,9,6,0
UAE,:ae: Unit. Arab Emir.@@unit. arab emir.,"<span style=""color:#D4A017"">Mid. East</span>",84,52,10,7,0,26,84,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,9,8,9,13,4,15,12,11,6,28,9,17,0,22,15,18,1,26,21,17,12,11,24,7,14,22,10,12,21,18,15,12,15,10,16,15,14,13,11,12,17,3,17,11,11,18,13,0
BAN,:bd: Bangladesh@@bangladesh,"<span style=""color:#8C6BC4"">S. Asia</span>",86,52,15,9,0,25,86,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,4,1,7,4,7,10,6,3,5,9,2,3,2,11,2,10,0,9,1,12,4,8,1,10,0,7,10,6,8,6,3,10,3,5,3,15,9,0,7,9,6,14,8,14,10,8,0
MAC,:mo: Macau@@macau,"<span style=""color:#5B4FB0"">E. Asia</span>",67,52,-14,-9,0,24,67,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,1,1,1,6,1,1,0,0,0,0,3,9,0,0,3,6,0,0,4,8,0,8,0,0,5,5,3,7,2,7,4,3,3,3,8,6,5,1,0,0,0,6,3,2,0
GRN,:gd: Grenada@@grenada,"<span style=""color:#FFA31A"">Caribbean</span>",52,52,-28,-18,0,18,52,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,1,1,2,1,5,7,0,3,2,4,4,6,8,3,6,2,11,7,0,17,1,6,0,16,5,8,13,3,2,5,9,4,11,4,8,0,7,7,11,7,9,0
SWZ,:sz: Eswatini@@eswatini,"<span style=""color:#0F4A3A"">E. Africa</span>",68,52,-35,-22,15,23,68,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,1,4,3,3,8,5,3,7,1,0,3,7,6,7,10,10,12,13,4,2,11,10,12,8,5,12,3,7,7,11,11,5,11,7,2,9,12,14,13,7,0
RWA,:rw: Rwanda@@rwanda,"<span style=""color:#0F4A3A"">E. Africa</span>",96,52,-23,-14,33,26,96,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,4,0,0,0,0,0,0,0,0,2,7,0,3,8,13,5,7,12,15,11,10,11,7,17,6,11,13,12,7,13,5,4,4,6,2,10,7,6,10,7,0
OMA,:om: Oman@@oman,"<span style=""color:#D4A017"">Mid. East</span>",88,52,13,8,0,28,88,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,10,0,10,1,15,6,12,6,4,0,8,7,19,0,28,10,18,12,10,30,7,14,25,6,10,20,24,18,16,13,21,15,15,17,8,11,13,17,0,19,12,15,19,17,0
MOZ,:mz: Mozambique@@mozambique,"<span style=""color:#0F4A3A"">E. Africa</span>",88,52,18,11,0,25,88,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,1,8,2,9,4,6,5,5,10,7,5,6,4,9,11,14,21,8,8,4,7,9,7,4,6,8,12,12,10,8,12,6,13,8,9,8,7,9,4,15,8,12,16,13,0
ANG,:ao: Angola@@angola,"<span style=""color:#0F4A3A"">E. Africa</span>",77,52,-1,-1,0,26,77,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,5,4,7,4,11,11,9,10,4,1,4,4,7,7,9,13,10,11,17,6,10,12,12,18,10,14,13,10,10,15,8,11,8,5,6,9,9,3,8,9,12,22,15,0
BOT,:bw: Botswana@@botswana,"<span style=""color:#0F4A3A"">E. Africa</span>",85,52,-9,-6,14,25,85,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,4,4,3,1,7,4,6,3,6,9,2,4,6,3,10,7,9,13,12,12,11,10,12,9,10,13,14,13,15,11,9,8,13,8,2,7,11,11,15,11,0
LIE,:li: Liechtenstein@@liechtenstein,"<span style=""color:#2A6FB5"">Europe</span>",50,52,-40,-25,3,20,50,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,0,1,6,5,5,6,4,8,4,7,6,8,9,8,8,9,7,10,5,8,7,10,7,8,7,8,8,10,6,12,9,10,10,10,0
YAR,💀 North Yemen@@north yemen,"<span style=""color:#D4A017"">Mid. East</span>",138,52,0,0,64,22,138,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SEY,:sc: Seychelles@@seychelles,"<span style=""color:#0F4A3A"">E. Africa</span>",83,52,6,4,0,28,83,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,0,2,2,1,0,2,0,4,0,4,0,3,8,0,1,6,7,9,3,0,8,2,4,4,8,7,4,8,9,3,6,7,9,5,6,0
EQG,:gq: Equatorial Guinea@@equatorial guinea,"<span style=""color:#0F4A3A"">E. Africa</span> •<br><span style=""color:#1F8A6B"">W. Africa</span>",109,52,52,33,0,25,109,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,3,0,0,0,0,0,0,0,2,5,4,0,2,8,0,1,7,7,6,3,2,9,10,5,3,14,5,3,5,7,2,8,11,5,15,12,0
GNB,:gw: Guinea-Bissau@@guinea-bissau,"<span style=""color:#1F8A6B"">W. Africa</span>",66,52,-20,-13,0,27,66,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,1,4,7,7,3,6,2,3,0,0,5,5,0,2,0,2,0,4,0,0,3,8,2,0,4,4,4,5,6,9,3,8,9,7,14,8,0
CPV,:cv: Cape Verde@@cape verde,"<span style=""color:#1F8A6B"">W. Africa</span>",89,52,11,7,0,31,89,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1,4,3,0,0,6,0,3,3,0,10,2,3,7,6,6,3,6,8,4,5,5,7,7,7,10,6,7,6,4,4,9,10,9,16,10,0
STP,:st: Sao Tome/Principe@@sao tome/principe,"<span style=""color:#0F4A3A"">E. Africa</span> •<br><span style=""color:#1F8A6B"">W. Africa</span>",83,52,10,7,0,25,83,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,3,0,0,0,0,0,0,0,2,4,0,3,4,4,2,1,6,2,2,4,6,4,6,0
SAM,:ws: Samoa@@samoa,"<span style=""color:#C44A8A"">Oceania</span>",64,52,-12,-8,0,20,64,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,2,0,4,0,4,3,3,0,5,0,0,4,0,0,0,5,3,0,0,3,3,0,0,3,0,0,0,3,10,0,0
MDV,:mv: Maldives@@maldives,"<span style=""color:#8C6BC4"">S. Asia</span>",112,52,50,32,0,29,112,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,3,0,2,6,10,3,8,12,8,3,10,11,4,0,3,7,8,1,16,7,8,6,14,9,6,5,7,0,10,8,6,2,9,0
